ZTFID,class,category,evidence,strength
ZTF24aaiwgyo,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-12 >= 2021-04-15,
ZTF24aajhxqs,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-12 >= 2021-04-15,
ZTF24aajibzs,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-12 >= 2021-04-15,
ZTF24aajemkb,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-13 >= 2021-04-15,
ZTF22aahgxbx,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-13 >= 2021-04-15,
ZTF22abxacvm,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-13 >= 2021-04-15,
ZTF24aajhlhf,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-13 >= 2021-04-15,
ZTF24aajqamj,SN Ic-BL,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ic-BL' not emittable by SNIascore || E6:discovered 2024-04-13 >= 2021-04-15,
ZTF24aajqsti,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-14 >= 2021-04-15,
ZTF24aajioip,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024gpw capture 20260414030432: report 16910 2024-04-18 10:39:20 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-14 >= 2021-04-15",STRONG
ZTF24aajdqbw,SN Ia,MEASURED,"E1 wis-tns.org/object/2024gus capture 20260415065654: report 17022 2024-05-08 15:58:47 by 'Aaron Meissner, Alice Robinson Young, Angela Abad Martin, Claudia Skoglund, Elian Urtubey, Frederico Eduardo Huxhagen, Jenny Frediani, Jesper Ohlsson, Mila Racca, Viktor Köhlin Lövfors, Wilmer Sand Hellman, Yang Hu, Terese Thidemann Hansen, Jesper Sollerman, Anjasha Gangopadhyay, Priscila Pessi, Anamaria Gkini (SU, OKC)' (sender Anjasha Gangopadhyay, group None) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-04-14 >= 2021-04-15",STRONG
ZTF24aakdmwg,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024gtu capture 20260213230026: report 16949 2024-04-29 08:05:34 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-14 >= 2021-04-15",STRONG
ZTF24aajqwsm,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-14 >= 2021-04-15,
ZTF24aakajtn,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-15 >= 2021-04-15,
ZTF24aajvldc,SN Ia,MEASURED,"E1 wis-tns.org/object/2024grl capture 20260211180100: report 17035 2024-05-09 18:30:32 by 'Y. Qin, S. Covarrubias, M. Chu, C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-04-16 >= 2021-04-15",STRONG
ZTF24aajvmgm,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-16 >= 2021-04-15,
ZTF24aajvqre,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-16 >= 2021-04-15,
ZTF24aakghyl,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-04-16 >= 2021-04-15,
ZTF24aajxppf,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-04-17 >= 2021-04-15,
ZTF24aajzrsq,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-04-17 >= 2021-04-15,
ZTF24aajzmzf,SN Ia,MEASURED,"E1 wis-tns.org/object/2024gsw capture 20260215075551: report 16956 2024-04-29 20:15:53 by 'J. Sollerman, S. Covarrubias, W. Meynardie, M. Chu, C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-04-17 >= 2021-04-15",STRONG
ZTF24aakftxp,SN Ic,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ic' not emittable by SNIascore || E6:discovered 2024-04-17 >= 2021-04-15,
ZTF24aakagbu,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024gsv capture 20260216001147: report 16919 2024-04-19 11:39:06 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-17 >= 2021-04-15",STRONG
ZTF24aakaiqs,SN Ib,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ib' not emittable by SNIascore || E6:discovered 2024-04-17 >= 2021-04-15,
ZTF24aakaiha,TDE-He,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'TDE-He' not emittable by SNIascore || E6:discovered 2024-04-17 >= 2021-04-15,
ZTF24aajjmlk,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-17 >= 2021-04-15,
ZTF24aajydvw,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-18 >= 2021-04-15,
ZTF24aalbepd,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024hkj capture 20260218023509: report 16991 2024-05-03 18:04:50 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-18 >= 2021-04-15",STRONG
ZTF18aauotcv,SN Ia,MEASURED,"E1 wis-tns.org/object/2024hbc capture 20240717141136: report 16978 2024-05-02 14:45:46 by 'C. Angus (QUB) on behalf of SCAT' (sender crangus, group SCAT) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-04-18 >= 2021-04-15",STRONG
ZTF24aakocjx,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-19 >= 2021-04-15,
ZTF24aakfltk,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-19 >= 2021-04-15,
ZTF24aakdffc,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024gve capture 20240714032527: report 16926 2024-04-20 15:50:31 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-19 >= 2021-04-15",STRONG
ZTF24aaknlar,SN IIb,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIb' not emittable by SNIascore || E6:discovered 2024-04-20 >= 2021-04-15,
ZTF24aakfgvg,SN Ia,MEASURED,"E1 wis-tns.org/object/2024gyr capture 20240714032421: report 17045 2024-05-10 18:40:41 by 'J. Johansson, S. Covarrubias, M. Chu, C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-04-20 >= 2021-04-15",STRONG
ZTF24aajxpmq,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-20 >= 2021-04-15,
ZTF24aakrqzs,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-21 >= 2021-04-15,
ZTF24aakrsww,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-21 >= 2021-04-15,
ZTF24aakskvp,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-21 >= 2021-04-15,
ZTF24aakudig,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024hay capture 20240716113033: report 16987 2024-05-03 10:52:08 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-22 >= 2021-04-15",STRONG
ZTF24aaktjyo,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-23 >= 2021-04-15,
ZTF24aakykbz,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024hjx capture 20260218183241: report 16992 2024-05-03 18:05:25 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-23 >= 2021-04-15",STRONG
ZTF24aakxwww,SN Ia,MEASURED,"E1 wis-tns.org/object/2024hhr capture 20240714032423: report 17002 2024-05-06 11:34:47 by 'J.H. Terwel (TCD), A.G. Theil (AU),  S.G. Sorensen (AU)' (sender Jacco Terwel, group TCD) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-04-26 >= 2021-04-15",STRONG
ZTF24aakfycl,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-27 >= 2021-04-15,
ZTF24aakymro,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024hkf capture 20240714032445: report 16964 2024-05-01 17:37:52 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-28 >= 2021-04-15",STRONG
ZTF24aakyqxt,SN Ia,MEASURED,"E1 wis-tns.org/object/2024hqf capture 20240714032607: report 16999 2024-05-04 23:26:00 by 'Jacob Wise (LJMU), K-Ryan Hinds (LJMU), Daniel Perley (LJMU), Aleksandra Bochenek (LJMU)' (sender jlwise98, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-04-28 >= 2021-04-15",STRONG
ZTF24aakzgnd,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024hjr capture 20260215225512: report 17015 2024-05-07 11:30:40 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-28 >= 2021-04-15",STRONG
ZTF24aakzive,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-04-28 >= 2021-04-15,
ZTF24aajnwwr,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-29 >= 2021-04-15,
ZTF24aalbwpz,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-29 >= 2021-04-15,
ZTF24aalbzkr,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-29 >= 2021-04-15,
ZTF24aalcflg,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-29 >= 2021-04-15,
ZTF24aalbxfh,CV,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'CV' not emittable by SNIascore || E6:discovered 2024-04-29 >= 2021-04-15,
ZTF24aamilir,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-04-30 >= 2021-04-15,
ZTF24aaleeji,SN IIn,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIn' not emittable by SNIascore || E6:discovered 2024-04-30 >= 2021-04-15,
ZTF24aalsuwb,SN Ia,MEASURED,"E1 wis-tns.org/object/2024hvz capture 20240715092940: report 17040 2024-05-10 03:54:30 by 'B. Martin (ANU), P. Armstrong  (ANU), K. Auchettl (University of Melbourne/UCSC), D. Brout (Boston University), K. Dove (ANU), C. Lidman (ANU),  A. Moller (Swinburne) and B. E. Tucker (ANU)' (sender Bailey Martin, group DEbass) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-04-30 >= 2021-04-15",STRONG
ZTF24aambaia,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-04-30 >= 2021-04-15,
ZTF24aalndou,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024hqv capture 20260212185012: report 17013 2024-05-07 09:09:34 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-04-30 >= 2021-04-15",STRONG
ZTF24aalfntr,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-05-01 >= 2021-04-15,
ZTF24aalbjwi,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-05-01 >= 2021-04-15,
ZTF24aalepin,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-05-02 >= 2021-04-15,
ZTF24aalubmp,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-05-02 >= 2021-04-15,
ZTF24aamiomv,SN IIn,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIn' not emittable by SNIascore || E6:discovered 2024-05-02 >= 2021-04-15,
ZTF24aalywdn,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024iem capture 20260209142653: report 17043 2024-05-10 17:38:25 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-05-03 >= 2021-04-15",STRONG
ZTF18aawfqax,SN Ia,MEASURED,"E1 wis-tns.org/object/2024iei capture 20240716080234: report 17020 2024-05-08 15:40:10 by 'Aaron Meissner, Alice Robinson Young, Angela Abad Martin, Claudia Skoglund, Elian Urtubey, Frederico Eduardo Huxhagen, Jenny Frediani, Jesper Ohlsson, Mila Racca, Viktor Köhlin Lövfors, Wilmer Sand Hellman, Yang Hu, Terese Thidemann Hansen, Jesper Sollerman, Anjasha Gangopadhyay, Priscila Pessi, Anamaria Gkini (SU, OKC)' (sender Anjasha Gangopadhyay, group None) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-05-03 >= 2021-04-15",STRONG
ZTF24aalqscn,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-05-03 >= 2021-04-15,
ZTF24aaltyyy,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024hyg capture 20240716075633: report 17056 2024-05-14 08:39:18 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-05-03 >= 2021-04-15",STRONG
ZTF24aamipnt,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-05-06 >= 2021-04-15,
ZTF24aamilxy,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-05-06 >= 2021-04-15,
ZTF24aalqrpc,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024ifu capture 20240714032414: report 17027 2024-05-08 19:49:01 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-05-07 >= 2021-04-15",STRONG
ZTF24aamkufg,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-05-07 >= 2021-04-15,
ZTF18aawglif,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-05-07 >= 2021-04-15,
ZTF24aamlalc,SN Ia-SC,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-SC' not emittable by SNIascore || E6:discovered 2024-05-07 >= 2021-04-15,
ZTF18abdnffn,SN Ia,MEASURED,"E1 wis-tns.org/object/2024isl capture 20240715193626: report 17151 2024-06-02 23:52:01 by 'Jacob Wise (LJMU), K-Ryan Hinds (LJMU), Daniel Perley (LJMU), Aleksandra Bochenek (LJMU)' (sender jlwise98, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-05-07 >= 2021-04-15",STRONG
ZTF24aamtwya,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-05-08 >= 2021-04-15,
ZTF24aampakt,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-05-08 >= 2021-04-15,
ZTF24aamtsgz,SN Ia,MODEL_ANNOTATION,"E1 wis-tns.org/object/2024ipf capture 20240714032425: report 17064 2024-05-16 10:34:30 by 'C. Fremling, D. Neill, Y. Sharma on behalf of the SEDM Team (Caltech) and the Zwicky Transient Facility (ZTF) based on SNIascore' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; automated marker SNIascore || E6:discovered 2024-05-08 >= 2021-04-15",STRONG
ZTF23aalfofn,SN Ia,MEASURED,"E1 wis-tns.org/object/2024ipk capture 20240714032419: report 17085 2024-05-22 17:42:42 by 'J. Johansson, S. Covarrubias, M. Chu, C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF)' (sender ZTF_Bot1, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-05-09 >= 2021-04-15",STRONG
ZTF24aanbjel,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-05-10 >= 2021-04-15,
ZTF24aamvzfc,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-05-10 >= 2021-04-15,
ZTF24aanmrts,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-05-11 >= 2021-04-15,
ZTF24aancgyl,SN Ic-BL,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ic-BL' not emittable by SNIascore || E6:discovered 2024-05-11 >= 2021-04-15,
ZTF24aancjzy,SN Ia,MEASURED,"E1 wis-tns.org/object/2024ipe capture 20260212092659: report 17109 2024-05-31 10:08:33 by 'Jacob Wise (LJMU), K-Ryan Hinds (LJMU), Daniel Perley (LJMU), Aleksandra Bochenek (LJMU)' (sender Jacob Wise, group ZTF) = 'SN Ia'; human classifier; 1 public spectrum/spectra on or before report || E6:discovered 2024-05-11 >= 2021-04-15",STRONG
ZTF24aaosgwr,SLSN-II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SLSN-II' not emittable by SNIascore || E6:discovered 2024-05-12 >= 2021-04-15,
ZTF24aanppvy,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-05-12 >= 2021-04-15,
ZTF24aangsva,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch http_error || E6:discovered 2024-05-12 >= 2021-04-15,
ZTF24aankvcy,SN IIb,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN IIb' not emittable by SNIascore || E6:discovered 2024-05-12 >= 2021-04-15,
ZTF24aaneoyr,SN Ibn,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ibn' not emittable by SNIascore || E6:discovered 2024-05-13 >= 2021-04-15,
ZTF24aaowjlw,SLSN-I,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SLSN-I' not emittable by SNIascore || E6:discovered 2024-05-14 >= 2021-04-15,
ZTF24aankvon,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-05-14 >= 2021-04-15,
ZTF18aaqpowv,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-05-15 >= 2021-04-15,
ZTF24aanvvqn,SN Ia,MEASURED,"E1 wis-tns.org/object/2024ixb capture 20240714032435: report 17286 2024-06-29 06:47:33 by 'Weikang Zheng (UCB), Yi Yang (Tsinghua University), Thomas G. Brink (UCB), Alexei V. FILIPPENKO (UCB)' (sender weikang, group LOSS) = 'SN Ia'; human classifier; 2 public spectrum/spectra on or before report || E6:discovered 2024-05-15 >= 2021-04-15",STRONG
ZTF24aamtpla,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-05-15 >= 2021-04-15,
ZTF24aanmitt,AGN,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'AGN' not emittable by SNIascore || E6:discovered 2024-05-15 >= 2021-04-15,
ZTF24aaorlki,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-05-16 >= 2021-04-15,
ZTF24aaofamr,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-05-16 >= 2021-04-15,
ZTF24aaoaega,SN II,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN II' not emittable by SNIascore || E6:discovered 2024-05-16 >= 2021-04-15,
ZTF24aaoasjl,SN Ia-91bg,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E3:type 'SN Ia-91bg' not emittable by SNIascore || E6:discovered 2024-05-16 >= 2021-04-15,
ZTF24aaoauvb,SN Ia,UNRESOLVED (UNDEMONSTRATED),E1 not available: fetch not_attempted || E6:discovered 2024-05-16 >= 2021-04-15,
